Hour,Day_Num,Month,Is_Weekend,Is_Night,Crime_Severity_Score,Latitude,Longitude,District,Ward,Beat,Community Area,Arrest,Domestic,PC1,PC2,Primary_Type
16,5,5,1,0,3,42.001793647,-87.704615816,24,50,2412,2,0,0,4.084685199598048,1.470478028588321,THEFT
1,6,6,1,1,5,41.936908741,-87.63692881,19,44,1934,6,1,0,2.4450589256418076,2.4133643821408617,BATTERY
17,5,1,1,0,3,41.933887617,-87.708013834,14,35,1412,21,0,0,1.7563014695105952,1.4839893090781109,INTERFERENCE WITH PUBLIC OFFICER
15,0,1,0,0,6,41.89920884,-87.755703376,15,37,1524,25,0,0,1.8382662517549517,-1.5168567727060505,THEFT
7,1,7,0,0,3,41.956312231,-87.698309382,17,33,1724,16,0,0,2.166586012047806,-1.313533270007858,THEFT
18,5,11,1,0,3,41.939361225,-87.703292485,17,33,1733,21,0,0,2.0674448476654974,1.4372309503125513,DECEPTIVE PRACTICE
16,3,10,0,0,7,41.673548279,-87.616795523,5,9,532,53,0,0,-2.6534187367829385,-0.47463611419378776,BATTERY
11,3,9,0,0,6,41.762390218,-87.645552416,7,17,733,68,0,1,-1.9309823767297574,-0.22915721539563025,ASSAULT
13,4,5,0,0,3,41.89152994,-87.66552946,12,1,1215,24,0,0,-0.048595192409540404,-0.3400806157558448,NARCOTICS
19,3,8,0,0,5,41.956106188,-87.671068915,19,47,1912,6,0,0,2.7868077123011705,-0.6678454631572251,THEFT
19,0,9,0,0,3,41.803671998,-87.703846021,8,14,821,63,0,0,-1.0370843539612598,-1.7780443454830022,ASSAULT
18,3,12,0,0,3,41.778340981,-87.703122242,8,14,823,66,1,0,-1.2063026811268582,-0.7540272270969445,ASSAULT
12,2,11,0,0,3,41.789674497,-87.71669989,8,23,822,62,0,0,-0.7461231855862075,-1.0135024448187213,THEFT
16,0,4,0,0,3,41.923672617,-87.786301606,25,36,2512,19,0,0,3.537357950057655,-1.7167988769842693,THEFT
11,4,3,0,0,4,41.945863902,-87.767912706,16,30,1633,15,1,0,2.3013509970127135,-0.24162399924462566,CRIMINAL DAMAGE
1,1,1,0,1,3,41.911669895,-87.631931184,18,43,1814,7,0,0,2.134684693089694,-0.9267878631902963,ASSAULT
13,5,3,1,0,4,41.902265932,-87.754070562,15,37,1531,25,1,0,1.9528904328126817,1.600425824639954,BURGLARY
21,3,10,0,1,6,41.788629994,-87.726694785,8,13,813,62,0,1,-1.2688711330168603,-0.0201768869634467,THEFT
20,4,8,0,1,6,41.931589197,-87.74244575,25,31,2521,20,0,0,3.0736881359614285,0.08656373025037893,THEFT
14,1,10,0,0,3,41.765391491,-87.566498738,3,5,334,43,0,0,-2.5629288683477176,-1.4230721432478777,OTHER OFFENSE
10,6,6,1,0,6,41.884952818,-87.750337933,15,28,1532,25,0,1,1.3379699862762193,2.355287087767413,OTHER OFFENSE
21,1,6,0,1,3,41.777810401,-87.593008043,3,20,314,42,0,0,-1.9004028961068782,-1.1836362172586599,BATTERY
11,1,11,0,0,3,41.777065079,-87.6714367,7,15,726,67,0,0,-1.510942132679322,-1.3512341734282873,BURGLARY
4,3,3,0,1,8,41.671257198,-87.650220188,5,21,524,53,0,0,-2.1571779988861897,0.08125992523336904,OFFENSE INVOLVING CHILDREN
20,0,6,0,1,3,41.732429048,-87.585553602,4,8,413,48,0,0,-2.5075523153742627,-1.501332233087943,THEFT
9,6,9,1,0,6,41.797167289,-87.671963363,9,16,932,61,0,1,-1.2424676725240509,2.3541322123906165,THEFT
20,6,4,1,1,3,41.767499809,-87.680787163,8,17,832,66,0,0,-1.2547858212227319,2.1200302457915097,MOTOR VEHICLE THEFT
12,5,1,1,0,5,41.874341768,-87.726681717,11,28,1132,26,0,0,0.8399176655657535,1.6891566121846886,OTHER OFFENSE
17,5,8,1,0,3,41.892816145,-87.624193198,18,42,1834,8,0,0,2.0049331633445715,1.4332640255828117,BATTERY
11,3,10,0,0,3,41.809305232,-87.606558389,2,4,223,38,0,0,-2.1931657323065523,-0.6954238252095257,OTHER OFFENSE
20,6,8,1,1,5,41.88486975,-87.749112116,15,28,1532,25,0,0,1.516355197875815,2.230547481834278,ROBBERY
18,4,5,0,0,6,41.788786066,-87.622315729,2,20,232,40,1,1,-1.9971677581994522,0.0050692629954712425,BURGLARY
3,6,11,1,1,3,41.854322771,-87.730919627,10,24,1012,29,0,0,0.4875202393578513,2.294931198131099,OTHER OFFENSE
13,5,9,1,0,6,41.829395788,-87.675256892,9,12,912,59,0,1,-1.1656329260657525,1.9609079506943208,THEFT
17,1,6,0,0,3,41.838982054,-87.66160267,9,11,913,60,0,0,-1.006444754710273,-1.4139166833332144,THEFT
1,1,5,0,1,3,41.807820161,-87.727614164,8,14,815,57,0,0,-0.7972187077797669,-0.8800377770918513,THEFT
9,6,7,1,0,7,41.8919534,-87.612563748,18,42,1834,8,0,0,1.8121148363373198,2.1339877844297748,ROBBERY
13,1,1,0,0,3,41.884033695,-87.724981565,11,28,1122,26,0,0,0.8990672619803524,-1.3506703989519,OTHER OFFENSE
19,1,12,0,0,3,41.785609333,-87.700891383,8,14,824,66,0,0,-1.192716167207579,-1.44434608235187,CRIMINAL DAMAGE
10,5,8,1,0,5,41.750787418,-87.607647625,6,6,624,44,0,0,-2.0454137516395736,1.6772425663399,THEFT
21,5,11,1,1,7,41.807007819,-87.604321257,2,4,223,39,0,0,-2.3431492114527046,1.9600179768170274,BATTERY
14,6,11,1,0,3,41.73646369,-87.585210026,4,8,412,48,1,0,-2.4396706806824366,1.8133200218022842,CRIMINAL DAMAGE
17,0,10,0,0,5,41.872028865,-87.690453568,11,28,1135,28,0,0,0.5371131535477283,-1.6556661534084558,ASSAULT
10,4,4,0,0,3,41.891349194,-87.749166932,15,37,1532,25,0,0,1.872267944501661,-0.2901453353847896,THEFT
1,1,8,0,1,3,41.817226657,-87.637368542,9,11,925,61,0,0,-1.2819187079438956,-0.9150938105580381,CRIMINAL DAMAGE
15,1,5,0,0,3,41.72932687,-87.631943657,6,9,634,49,0,0,-1.9684157021148139,-1.3893886238007467,ASSAULT
14,1,3,0,0,3,41.67150655,-87.633281772,5,21,523,53,0,1,-2.2516500387672362,-1.127878400414681,THEFT
1,5,7,1,1,3,41.890336879,-87.625329768,18,42,1834,8,0,0,1.982543058519668,1.9485390343968811,CRIMINAL TRESPASS
20,6,4,1,1,3,41.881183664,-87.685081252,12,27,1223,28,0,0,0.7516127132055294,2.0949732879249323,BATTERY
19,0,11,0,0,3,41.874680746,-87.683792083,12,28,1225,28,0,0,0.6949937534167884,-1.8145789743249041,BURGLARY
4,4,12,0,1,3,41.937678194,-87.6844212,19,32,1931,5,0,0,2.387230851101403,0.043471532715165906,MOTOR VEHICLE THEFT
17,2,3,0,0,6,41.881150589,-87.758763376,15,37,1522,25,0,1,1.6008793369203849,-0.618696680789969,ASSAULT
12,6,11,1,0,3,41.895226353,-87.634164316,18,42,1831,8,0,0,2.067278216103585,1.8293713192535483,THEFT
15,1,4,0,0,6,41.924085205,-87.757863874,25,31,2515,19,0,0,3.1408452990142846,-1.173347759096704,BATTERY
21,2,8,0,1,6,41.770020864,-87.6913338,8,16,831,66,0,0,-1.355204546359775,-0.6062874682171329,THEFT
0,6,10,1,1,6,41.881224307,-87.66441395,12,34,1224,28,1,1,0.5687601845362379,2.7361565710695572,THEFT
16,3,9,0,0,5,41.894211229,-87.715056305,11,27,1121,23,0,0,0.8422076251751377,-0.607285686976978,BATTERY
0,4,10,0,1,6,41.934670929,-87.746720994,25,31,2521,19,1,1,2.953762127320664,0.5595322774948273,CRIMINAL DAMAGE
21,5,2,1,1,2,41.756440904,-87.552835809,4,7,421,43,1,0,-2.4282309316048076,1.6532138286931246,CRIMINAL DAMAGE
13,0,3,0,0,10,41.84449713,-87.706594911,10,25,1032,30,0,0,0.0923544887280163,-1.2476727672950096,CRIMINAL DAMAGE
20,0,4,0,1,6,41.849497705,-87.705184405,10,25,1033,30,0,0,0.2248990812998467,-1.2843445716160935,BURGLARY
6,1,8,0,0,3,41.747631422,-87.560099333,4,7,422,46,0,0,-2.5565865201442572,-1.3156630955801074,DECEPTIVE PRACTICE
21,4,6,0,1,6,41.902962814,-87.692567794,14,26,1423,24,0,0,1.0601429655824146,0.059962643080344616,BATTERY
18,6,9,1,0,3,41.689858036,-87.623900437,5,9,522,49,0,1,-2.4775266537918204,2.0401580695772092,BURGLARY
14,2,12,0,0,3,41.777215693,-87.698612813,8,15,823,66,0,0,-1.2155304216505973,-1.0401194545835053,BATTERY
18,6,1,1,0,6,41.721262518,-87.658727525,22,21,2213,73,1,1,-0.09726026443685562,2.285646964726383,DECEPTIVE PRACTICE
23,0,7,0,1,3,41.733611017,-87.652058564,22,21,2222,71,1,1,-0.008940056710210866,-1.2655776165370363,BATTERY
23,2,11,0,1,3,41.919253319,-87.634817004,18,43,1814,7,0,0,2.180102152358606,-0.8931739281947543,THEFT
16,4,9,0,0,6,41.862415847,-87.60930894,1,4,132,33,0,0,-2.037603335638629,-0.2243501929482736,ASSAULT
13,5,10,1,0,6,42.000894418,-87.671572263,24,40,2432,1,1,0,3.520008314739351,1.6692713938951445,THEFT
18,3,3,0,0,2,41.936834364,-87.759954481,25,31,2514,19,0,0,3.3549742639156013,-0.7804496478902488,BATTERY
19,5,6,1,0,5,41.770020864,-87.6913338,8,16,831,66,0,0,-1.273420405780017,1.6016712917693474,WEAPONS VIOLATION
21,0,3,0,1,3,41.907219171,-87.63155009,18,2,1824,8,0,0,0.865190930640594,-1.5001130677669976,BATTERY
23,5,3,1,1,7,41.785643489,-87.702112057,8,14,824,66,0,1,-1.4361081314675965,2.2506966491268754,ASSAULT
21,3,5,0,1,6,41.874180626,-87.66785807,12,27,1231,28,0,1,0.32709484146328194,-0.04329163740132994,THEFT
11,6,12,1,0,5,41.774363494,-87.610666703,3,20,321,42,1,0,-1.8361144364966835,1.9695085362876839,MOTOR VEHICLE THEFT
15,3,9,0,0,4,41.691734822,-87.686635443,22,19,2212,75,1,0,-0.002864305521947567,-0.6187924403642846,BATTERY
16,1,9,0,0,3,41.795215196,-87.585044243,2,5,235,41,0,0,-2.399633315822597,-1.4435496679084172,ASSAULT
21,6,6,1,1,5,41.8920906,-87.763458325,15,37,1524,25,0,0,1.9027724544981341,2.224096754898488,BATTERY
23,0,1,0,1,3,41.887270825,-87.698916468,12,27,1222,27,0,0,0.8355190151475042,-1.509841052865133,BATTERY
13,2,8,0,0,7,41.801307936,-87.584690956,2,5,234,41,0,1,-2.6611437766948867,-0.5600410298355206,OTHER OFFENSE
12,2,5,0,0,3,41.884481993,-87.630010542,1,42,111,32,0,0,-0.5714159751490689,-1.057824944112394,ASSAULT
12,0,8,0,0,2,41.778482801,-87.672679658,7,16,726,67,0,1,-1.6003750996418729,-1.5183143368877585,ASSAULT
15,1,6,0,0,3,41.998031985,-87.672959422,24,40,2433,77,0,0,2.3517686676260574,-1.3937142808663476,ASSAULT
13,6,12,1,0,3,41.89031518,-87.619607985,18,42,1834,8,0,0,1.9616115721039717,1.8094004813945082,OTHER OFFENSE
9,4,8,0,0,3,41.774319025,-87.605795029,3,20,321,42,1,0,-1.8215576459270588,-0.3324681201274579,ROBBERY
8,2,3,0,0,3,41.729170867,-87.551235346,4,10,423,46,0,1,-2.7603550419688596,-0.739352104055051,CRIMINAL DAMAGE
17,2,2,0,0,3,41.935432921,-87.668504341,19,32,1931,6,1,0,2.303068021722347,-1.0919212892987566,THEFT
17,3,11,0,0,5,41.832263639,-87.67145175,9,11,912,59,0,0,-1.035096536151436,-0.6143071868163479,THEFT
17,2,2,0,0,3,41.850234493,-87.684200952,10,25,1034,31,0,0,0.2163281378974726,-1.067467627044935,OTHER OFFENSE
18,6,6,1,0,5,41.761069905,-87.616764648,3,6,323,69,0,0,-2.712684851565464,1.9356110496203685,THEFT
15,3,10,0,0,3,41.758331912,-87.653941271,7,17,733,68,1,0,-1.6393918621702384,-0.7244297118326236,MOTOR VEHICLE THEFT
19,3,5,0,0,2,41.885741029,-87.631711749,1,42,122,32,1,0,-0.5073497290434594,-0.87484318574071,CRIMINAL TRESPASS
17,0,9,0,0,2,41.71693263,-87.675885346,22,19,2213,72,0,0,0.16149069250010625,-1.7992124208456561,THEFT
17,4,2,0,0,3,41.758823934,-87.70872669,8,17,835,66,0,0,-1.1539429059627013,-0.3501058193736334,OTHER OFFENSE
22,0,3,0,1,3,41.771471841,-87.71623639,8,23,833,65,0,0,-0.8836937959421534,-1.476563207822173,THEFT
2,2,9,0,1,5,41.810196952,-87.688339453,9,15,922,58,1,0,-0.924501064082789,-0.455348451811775,MOTOR VEHICLE THEFT
5,5,4,1,1,7,41.902451213,-87.666337686,12,1,1213,24,0,0,-0.10643982725420364,2.201572978836701,THEFT
0,6,5,1,1,3,41.844023772,-87.626923253,1,3,133,35,0,0,-1.9790185680924341,2.3269230844334743,THEFT
14,5,11,1,0,3,41.754592961,-87.741528537,8,18,833,65,0,0,-0.9418429492681915,1.53066805509315,OTHER OFFENSE
15,2,4,0,0,6,41.990336069,-87.713085958,17,39,1711,13,0,0,2.558355141857041,-0.8679428136704527,THEFT
14,0,7,0,0,3,41.912368507,-87.711758253,14,26,1422,23,0,0,1.3168498322096602,-1.7314660271983466,ASSAULT
19,4,10,0,0,3,41.921000188,-87.636425726,18,43,1814,7,0,0,2.2201694822869165,-0.4672795620495526,STALKING
22,1,9,0,1,7,41.689952877,-87.636259781,22,21,2233,49,0,0,0.0823968442730657,-0.8999602265204653,ASSAULT
19,6,11,1,0,3,41.771531518,-87.70296528,8,17,831,66,0,0,-1.113128833729437,1.7991889606167795,DECEPTIVE PRACTICE
14,4,1,0,0,5,41.746846948,-87.585870025,4,8,411,45,1,0,-2.4085152285017117,-0.23266191090696559,OTHER OFFENSE
22,3,6,0,1,3,41.760451759,-87.664914689,7,17,735,67,0,0,-1.5555723186502908,-0.4708011050878395,CRIMINAL DAMAGE
9,0,7,0,0,3,41.673447184,-87.633344932,5,21,523,53,0,0,-2.088100765401237,-1.665999248849137,ASSAULT
12,3,8,0,0,3,41.905521317,-87.68587472,14,1,1424,24,0,0,0.3814006645907926,-0.6745219642329898,BATTERY
17,0,6,0,0,3,41.774406263,-87.63578967,7,6,722,68,0,0,-2.0045191531422035,-1.7545066588614986,THEFT
10,5,2,1,0,3,41.708237949,-87.645302245,22,21,2232,73,0,1,-0.1420422062289936,1.8504252010665954,THEFT
16,6,8,1,0,3,41.735223542,-87.643589082,22,21,2223,71,0,0,0.17233961625068664,1.8506106059875302,NARCOTICS
0,1,4,0,1,5,41.737327955,-87.717919024,8,18,834,70,0,0,-1.3451614838586419,-0.7275402781697451,BATTERY
20,2,7,0,1,5,41.815417691,-87.702876282,9,12,921,58,0,0,-0.9009237897582117,-0.6555621098205007,THEFT
14,5,6,1,0,3,41.883500187,-87.627876698,1,34,111,32,1,0,-0.7938643955340298,1.462267886101249,BATTERY
0,5,6,1,1,7,41.876349533,-87.667075491,12,27,1231,28,0,0,0.4895955684248178,2.245591575653359,MOTOR VEHICLE THEFT
0,3,10,0,1,3,41.909265128,-87.690880967,14,1,1423,24,0,0,0.4064554723620993,-0.21940232186497163,CRIMINAL DAMAGE
14,2,10,0,0,3,41.781531354,-87.594666478,3,20,314,42,0,1,-2.033189367901479,-0.840553032560058,OTHER OFFENSE
5,1,12,0,1,6,41.771623104,-87.706161048,8,14,831,66,0,1,-1.5099869437804878,-0.519085903468918,BURGLARY
0,0,5,0,1,5,41.868029452,-87.754765237,15,29,1522,25,0,0,1.440023450769538,-1.090425318518059,CRIMINAL DAMAGE
4,2,5,0,1,5,41.935854166,-87.649120179,19,44,1933,6,0,0,2.4693969110749756,-0.5035330253446761,DECEPTIVE PRACTICE
0,2,6,0,1,6,41.854564542,-87.712421035,10,24,1024,29,0,0,0.2690121025500041,-0.35726839060851245,CRIMINAL DAMAGE
15,1,5,0,0,3,42.012271365,-87.689344972,24,50,2411,2,0,0,4.0134546339889,-1.4194044932840824,CRIMINAL DAMAGE
21,4,3,0,1,7,41.844580682,-87.701808336,10,25,1033,30,0,0,0.16909973791675156,0.14255404497437973,CRIMINAL DAMAGE
21,4,6,0,1,8,41.947252263,-87.65350869,19,44,1923,6,0,0,2.4615972570055087,0.16245681992615846,CRIMINAL DAMAGE
17,6,1,1,0,6,41.965528071,-87.656189835,19,46,1914,3,0,0,2.7861312037874537,1.9954633575793133,OTHER OFFENSE
1,6,8,1,1,6,41.953718654,-87.649984242,19,46,1923,6,0,0,2.616831303556754,2.480656287057996,THEFT
12,1,9,0,0,5,41.874497044,-87.714126453,11,28,1133,27,0,0,0.701046901690507,-1.2407819695720168,MOTOR VEHICLE THEFT
12,0,6,0,0,7,41.831101673,-87.617716013,2,4,211,35,0,0,-2.1122595536617843,-1.4626304404384944,OTHER OFFENSE
21,6,3,1,1,3,41.887712308,-87.656090432,12,27,1214,28,1,0,0.622445991388855,2.0677154468161243,THEFT
21,4,2,0,1,6,41.707379152,-87.609589909,5,9,512,49,0,1,-2.5979197240739724,0.3195334393274697,OTHER OFFENSE
23,1,6,0,1,3,41.802132606,-87.613677631,2,20,223,38,0,0,-1.7176937627851023,-1.2073101147407157,ASSAULT
19,1,10,0,0,3,41.810806172,-87.607832602,2,4,221,38,0,0,-2.1857246194017006,-1.4797134420923528,ASSAULT
6,4,1,0,0,5,41.748885287,-87.699929043,8,18,835,70,0,0,-1.3526794608366677,-0.081826474022421,ROBBERY
0,0,3,0,1,3,41.81477957,-87.690729267,9,12,922,58,0,1,-1.0821793310564058,-0.9702106945992336,THEFT
1,2,6,0,1,5,41.811870569,-87.613880434,2,3,221,38,0,0,-2.2469091675324178,-0.454605544110164,BATTERY
22,6,11,1,1,6,41.759442511,-87.629636606,7,6,731,69,0,1,-2.3627109074893866,2.4964574472970957,DECEPTIVE PRACTICE
14,4,1,0,0,6,41.770838649,-87.591112323,3,5,321,43,0,0,-2.4707270600568796,-0.16000707516750004,NARCOTICS
7,1,10,0,0,7,41.888525948,-87.644322264,12,34,1214,28,0,0,0.593213537715057,-1.077891518903297,THEFT
12,2,8,0,0,3,41.882184727,-87.768632376,15,29,1512,25,0,1,1.497803711332059,-0.7623444118996493,BATTERY
3,2,6,0,1,2,41.941185738,-87.640807804,19,44,1925,6,1,0,2.540871626980902,-0.7012356701091147,THEFT
1,2,10,0,1,5,41.853836827,-87.625519566,1,3,131,33,0,0,-2.017871676293951,-0.4735062837237016,THEFT
3,6,3,1,1,3,41.907156625,-87.66759285,14,1,1433,24,1,0,0.3240120961306602,2.307549484821311,ASSAULT
2,3,1,0,1,7,41.797656084,-87.666321575,9,16,932,61,0,0,-1.168263462059855,0.051202744430853556,THEFT
1,2,7,0,1,2,41.833669032,-87.620600943,2,4,211,35,0,0,-1.9341599232220479,-0.6543799719694463,THEFT
18,4,6,0,0,6,41.88946287,-87.624222942,18,42,1834,8,0,0,1.8722085034651879,-0.24519692205723784,THEFT
8,4,3,0,0,3,41.880960239,-87.707131052,11,28,1123,27,0,0,0.7757752233692093,-0.27260570299492887,BATTERY
9,3,8,0,0,3,41.799429695,-87.733139401,8,23,815,57,0,0,-0.5197427325314854,-0.6202642535623716,BATTERY
16,4,8,0,0,3,41.966760254,-87.692039192,19,40,1911,4,0,0,2.845318647441221,-0.4088368650988497,BATTERY
23,0,4,0,1,3,41.891126489,-87.652899501,12,27,1214,24,0,0,0.6356371616055405,-1.5365480383412533,BATTERY
10,0,3,0,0,5,42.021178873,-87.672429228,24,49,2422,1,0,0,3.8913587999524997,-1.569377147255055,THEFT
11,6,6,1,0,5,41.750614996,-87.591818087,4,8,411,45,0,0,-2.3412556070352566,2.0070441116893734,THEFT
13,1,10,0,0,5,41.687299551,-87.655604403,22,21,2234,75,0,0,-0.1702000888173141,-1.2195959104831935,THEFT
13,4,8,0,0,7,41.881961095,-87.699483103,12,27,1222,27,1,0,0.7001236267827762,-0.10411095842865763,BATTERY
5,3,11,0,1,3,41.906506796,-87.760839427,25,37,2532,25,1,0,3.239830173795915,-0.27869850860527445,CRIMINAL DAMAGE
19,4,9,0,0,2,41.742527775,-87.54887474,4,10,424,46,1,0,-2.5034211212890107,-0.5299017907705044,THEFT
2,0,3,0,1,3,41.7223745,-87.625066721,6,9,634,49,0,0,-2.059240432474089,-1.2522161405198162,THEFT
17,6,2,1,0,6,41.969078381,-87.65560801,20,46,2024,3,0,0,2.9306434192041118,1.9924990606161708,OTHER OFFENSE
12,3,9,0,0,3,41.879890416,-87.630832031,1,34,112,32,0,0,-0.8338186288453011,-0.7246949789325339,THEFT
3,4,8,0,1,5,42.007919177,-87.665351128,24,49,2431,1,0,0,3.7825658253802867,0.18224832079904102,ASSAULT
21,2,8,0,1,3,41.909664252,-87.742728815,25,37,2533,25,0,0,3.1596192937518595,-0.8046403658233704,DECEPTIVE PRACTICE
12,2,10,0,0,5,41.923381416,-87.723071953,25,35,2525,22,0,0,3.0444870525458865,-0.8922030846601918,BATTERY
9,1,8,0,0,5,41.865406824,-87.732489678,10,24,1011,29,0,0,0.46667623914951006,-1.1918679432810917,CRIMINAL DAMAGE
19,3,6,0,0,3,41.772121953,-87.618650577,3,6,322,69,0,0,-2.6167504958965475,-0.7603849900096502,BATTERY
12,3,5,0,0,6,41.849139968,-87.701502901,10,25,1033,30,0,1,0.05622937709504774,-0.23318520405557083,OTHER OFFENSE
21,5,3,1,1,3,41.828364832,-87.639955731,9,11,915,60,0,0,-1.1469594269732462,1.7522353901556618,DECEPTIVE PRACTICE
17,5,2,1,0,3,41.877822179,-87.655181405,12,34,1232,28,0,0,0.7960395298967535,1.470845144894064,NARCOTICS
16,5,3,1,0,6,41.915798196,-87.726524412,25,26,2534,20,0,1,2.642511708169901,1.951157599080411,DECEPTIVE PRACTICE
3,4,7,0,1,3,41.732836393,-87.573187615,4,8,413,48,0,0,-2.5648991763149054,0.07249902001872031,NARCOTICS
15,3,6,0,0,5,41.77089081,-87.591115388,3,5,321,43,0,0,-2.452785059834653,-0.5986208857081033,CRIMINAL DAMAGE
0,4,10,0,1,2,41.885481891,-87.627935689,1,42,111,32,1,0,-0.5617995557977832,-0.003949428949869037,THEFT
14,4,2,0,0,6,41.868699038,-87.625858624,1,4,123,32,0,0,-1.8896526086619645,-0.16947721827350326,BATTERY
13,6,3,1,0,6,41.857155485,-87.640966299,12,25,1235,31,1,1,0.03637089532303333,2.290249680244766,CRIMINAL DAMAGE
2,3,10,0,1,6,41.781424188,-87.613230939,3,20,313,42,1,1,-2.036162909480551,0.15431656350743564,ASSAULT
20,2,12,0,1,3,41.880731604,-87.628828854,1,34,112,32,0,0,-0.8615205535589738,-0.8650660207979393,THEFT
0,5,6,1,1,6,41.89318177,-87.6345943,18,42,1831,8,0,0,1.9528114330635515,2.1611746582211584,BATTERY
21,2,10,0,1,6,41.91904583,-87.77433341,25,36,2515,19,0,0,3.338777642597056,-0.6112251190670822,DECEPTIVE PRACTICE
19,6,5,1,0,6,41.87521997,-87.717409422,11,28,1133,27,0,1,0.5762125823428994,2.234550399544655,DECEPTIVE PRACTICE
22,4,9,0,1,5,41.851959522,-87.625481536,1,3,131,33,0,0,-2.0099168564688656,-0.043366329718367055,THEFT
18,5,8,1,0,6,41.917590457,-87.750955858,25,26,2522,19,0,0,2.9543302538428544,1.6725856670356054,STALKING
2,5,12,1,1,6,41.881441785,-87.667837814,12,27,1224,28,0,1,0.3677569445348564,2.3752481448129896,DECEPTIVE PRACTICE
17,6,12,1,0,3,41.85636929,-87.704173788,10,24,1022,29,0,0,0.3705944481595869,1.7967274388040677,THEFT
16,0,8,0,0,3,41.962876488,-87.719007339,17,33,1723,14,0,0,2.3432470283667564,-1.7664660109357309,THEFT
15,2,1,0,0,6,41.797238042,-87.699607176,9,14,923,63,0,1,-1.2056175079361917,-0.5763633639367151,CRIMINAL DAMAGE
13,2,2,0,0,6,41.952149368,-87.698824938,17,35,1733,16,0,0,2.1353260416762776,-0.83253019899769,DECEPTIVE PRACTICE
22,5,1,1,1,2,41.772399064,-87.649756647,7,16,724,68,1,0,-1.55894656059292,1.6799806396678527,BURGLARY
7,3,12,0,0,3,41.870822616,-87.7187477,11,24,1133,27,0,0,0.6524982330854429,-0.6298913835488882,THEFT
14,1,9,0,0,3,41.713879007,-87.629683319,5,9,511,49,0,0,-2.2073019074749984,-1.3924988011076311,CRIMINAL DAMAGE
13,2,10,0,0,3,41.909959349,-87.638555401,18,27,1821,8,0,0,1.6728659968588597,-1.0674961716048057,THEFT
1,5,11,1,1,6,41.938047244,-87.803346673,16,29,1632,17,0,1,2.154776124107682,2.4264117388123525,OTHER OFFENSE
1,0,5,0,1,5,41.893748693,-87.628123871,18,42,1834,8,0,0,1.9135424180288203,-1.153452332084491,NARCOTICS
12,6,6,1,0,6,41.892781593,-87.70647202,12,27,1221,23,0,0,0.9193232954802181,2.0705598350603953,DECEPTIVE PRACTICE
13,0,4,0,0,8,41.756931257,-87.58740596,4,8,411,43,0,0,-2.4390375667476665,-1.4010144534699343,BATTERY
14,1,4,0,0,3,41.756689862,-87.663593994,6,17,611,71,1,0,-1.7784009103679113,-1.372484427134341,THEFT
4,2,5,0,1,5,41.726136224,-87.573819759,4,7,413,48,0,0,-2.6930204337889263,-0.4871920520841743,THEFT
2,4,3,0,1,8,41.917690985,-87.680850277,14,32,1434,22,0,0,1.2247062264931685,0.4261575351842358,DECEPTIVE PRACTICE
9,5,10,1,0,2,41.65662616,-87.6023347,5,10,533,54,0,0,-2.6184582311835367,1.4964852216869353,ROBBERY
22,0,12,0,1,3,41.869641758,-87.715524423,11,24,1133,29,0,0,0.5754026547977699,-1.5306021519952762,INTERFERENCE WITH PUBLIC OFFICER
21,6,2,1,1,3,41.691593256,-87.644787652,22,21,2234,75,0,0,-0.09710656255534966,2.1310349969764104,OTHER OFFENSE
10,0,5,0,0,6,41.895513392,-87.710742689,11,27,1121,23,0,0,0.7861374793890165,-1.483417706516329,CRIMINAL TRESPASS
7,2,1,0,0,3,41.903558474,-87.624864127,18,2,1824,8,0,0,0.8305504998287068,-0.9488596588013967,THEFT
17,3,6,0,0,6,41.777289278,-87.689153236,8,16,825,66,0,1,-1.4820811198411814,-0.27935557336899375,MOTOR VEHICLE THEFT
12,3,9,0,0,6,41.883500187,-87.627876698,1,34,111,32,1,0,-0.9253901137274115,-0.5410612802645719,THEFT
16,6,12,1,0,3,41.968250044,-87.7273433,17,33,1723,14,0,0,2.4550242717745387,1.8026688287991826,CRIMINAL TRESPASS
10,1,4,0,0,6,41.683791957,-87.645387019,5,21,524,53,1,0,-2.0501880721153083,-1.136804089869663,ASSAULT
10,2,4,0,0,2,41.885734355,-87.763896747,15,37,1523,25,0,0,1.9437179618361147,-1.0355007588951126,THEFT
0,0,2,0,1,3,41.759557851,-87.605423002,3,6,323,69,0,0,-2.77708514204577,-1.2285731966909745,BATTERY
6,6,9,1,0,7,41.838765851,-87.662643463,9,11,913,60,0,0,-1.0966987640372676,2.209153298467023,MOTOR VEHICLE THEFT
11,1,5,0,0,2,41.778923107,-87.706192581,8,14,823,66,0,1,-1.3215122855050887,-1.1397626915972554,THEFT
21,6,10,1,1,2,41.797936811,-87.606301777,2,20,233,41,0,1,-1.924423792049694,2.2183089618336016,THEFT
12,2,6,0,0,3,41.882013096,-87.628370441,1,34,112,32,0,0,-0.8350473083927633,-1.0572511829767497,THEFT
20,0,8,0,1,4,41.68985501,-87.624299546,5,9,522,49,1,0,-2.3934457766174737,-1.4359522092836032,MOTOR VEHICLE THEFT
1,6,2,1,1,6,41.946145384,-87.655667162,19,44,1924,6,0,0,2.563127818643699,2.5068053998470736,MOTOR VEHICLE THEFT
15,2,10,0,0,6,41.871986359,-87.694639649,11,28,1135,27,0,1,0.38491117052840407,-0.637811967391827,THEFT
